Title,URL,Publication Date,Section,publication_date
"Russian Attacks Kill Nine and Destroy Aid, Ukrainian Officials Say",https://www.nytimes.com/2023/09/19/world/europe/russian-drone-strike-lviv.html,2023-09-19,World,2023-09-19 08:34:17+00:00
An Endgame for Ukraine,https://www.nytimes.com/2023/06/06/opinion/ukraine-russia-war-end.html,2023-06-06,Opinion,2023-06-06 22:47:08+00:00
Russia’s New Offensive Sends Conscripts Into the Teeth of Ukraine’s Lines,https://www.nytimes.com/2023/02/27/world/europe/russia-offensive-ukraine.html,2023-02-27,World,2023-02-27 10:00:32+00:00
Ukraine says its forces hit a Russian ammunition depot in the Kherson region.,https://www.nytimes.com/2022/07/12/world/europe/ukraine-russian-depot-strike.html,2022-07-12,World,2022-07-12 13:48:21+00:00
"In Subfreezing Cold, Waves of Russian Missiles Batter Ukraine",https://www.nytimes.com/2022/12/16/world/europe/ukraine-russia-missiles-infrastructure.html,2022-12-16,World,2022-12-16 23:05:38+00:00
"In Subfreezing Cold, Waves of Russian Missiles Batter Ukraine",https://www.nytimes.com/2022/12/16/world/europe/ukraine-russia-missiles-infrastructure.html,2022-12-16,World,2022-12-16 23:05:38+00:00
War in Ukraine Prompts a Political Makeover in Poland,https://www.nytimes.com/2022/03/18/world/europe/poland-jaroslaw-kaczynski-ukraine-eu.html,2022-03-18,World,2022-03-18 11:05:34+00:00
"Far from home, Ukrainians once again take to the streets to protest Russia’s invasion.",https://www.nytimes.com/2022/10/15/world/europe/far-from-home-ukrainians-once-again-take-to-the-streets-to-protest-russias-invasion.html,2022-10-14,World,2022-10-14 22:15:21+00:00
Russian Proxies in Ukraine Push Moscow to Annex Occupied Regions,https://www.nytimes.com/2022/09/28/world/europe/ukraine-referendum-russia-war.html,2022-09-28,World,2022-09-28 23:27:06+00:00
"As Battles Rage, Ukraine Rejects Macron Plea Not to ‘Humiliate’ Russia",https://www.nytimes.com/2022/06/04/world/europe/ukraine-macron-russia-izium.html,2022-06-04,World,2022-06-04 16:55:04+00:00
War Spurs Ukrainian Efforts to Legalize Same-Sex Marriage,https://www.nytimes.com/2022/08/02/world/europe/ukraine-gay-marriage.html,2022-08-02,World,2022-08-02 04:01:12+00:00
U.S. Adds Aid to Ukraine to Deliver Ammunition for Drones and Artillery,https://www.nytimes.com/2023/05/31/us/politics/aid-ukraine-ammunition-drones-artillery.html,2023-05-31,U.S.,2023-05-31 19:49:01+00:00
"Reports of sexual violence involving Russian soldiers are multiplying, Ukrainian officials say.",https://www.nytimes.com/2022/03/29/world/europe/russian-soldiers-sexual-violence-ukraine.html,2022-03-29,World,2022-03-29 17:06:20+00:00
"After Ukraine-Russia Meeting, U.N. Sees ‘a Ray of Hope’ to Free Grain",https://www.nytimes.com/2022/07/13/world/europe/ukraine-grain-negotiations.html,2022-07-13,World,2022-07-13 04:01:11+00:00
Frustrated Zelensky Says Ukraine’s War Effort Is Being Underestimated,https://www.nytimes.com/2023/11/01/world/europe/zelensky-ukraine-war.html,2023-11-01,World,2023-11-01 14:05:11+00:00
"Fearing flooding, Ukrainian officials call for evacuations after Russia damaged a dam.",https://www.nytimes.com/2022/09/15/world/europe/russia-ukraine-dam-strike.html,2022-09-14,World,2022-09-14 19:21:35+00:00
Russians Press Assaults Along Front Line in Eastern Ukraine,https://www.nytimes.com/2023/10/11/world/europe/ukraine-avdiivka-russia.html,2023-10-11,World,2023-10-11 11:33:23+00:00
Ukraine Peace Talks Remain Distant Even as Moscow Signals a Retreat,https://www.nytimes.com/2022/11/09/us/politics/ukraine-russia-peace-talks.html,2022-11-09,U.S.,2022-11-09 23:38:28+00:00
Russian shelling hits Ukraine’s south and east as Zelensky returns to Kyiv.,https://www.nytimes.com/2022/12/23/world/europe/russia-shelling-ukraine-kherson.html,2022-12-23,World,2022-12-23 18:03:24+00:00
"For Ukrainians Abroad, War Has Also Meant a Flowering of Identity",https://www.nytimes.com/2022/08/09/world/europe/italy-ukraine-war.html,2022-08-09,World,2022-08-09 04:01:10+00:00
Ukraine Peace Talks Remain Distant Even as Moscow Signals a Retreat,https://www.nytimes.com/2022/11/09/us/politics/ukraine-russia-peace-talks.html,2022-11-09,U.S.,2022-11-09 23:38:28+00:00
"In Black Sea Showdown, Russia Batters Ukraine’s Ability to Export Grain",https://www.nytimes.com/2023/07/21/world/europe/ukraine-russia-grain-shipping.html,2023-07-21,World,2023-07-21 23:52:59+00:00
How Americans Can Sponsor Ukrainian Refugees,https://www.nytimes.com/2022/04/25/us/politics/americans-sponsor-ukrainians.html,2022-04-26,U.S.,2022-04-26 01:17:26+00:00
Ukrainian Dancers Find Shelter Abroad as War Rages at Home,https://www.nytimes.com/2022/03/08/arts/dance/kyiv-city-ballet-russia-war.html,2022-03-08,Arts,2022-03-08 20:54:57+00:00
Putin Makes Rare Visit to Ukraine War Headquarters,https://www.nytimes.com/2022/12/17/world/europe/putin-ukraine-war-headquarters.html,2022-12-17,World,2022-12-17 15:26:50+00:00
Russia Is Racing to Cement Its Control in Southern Ukraine,https://www.nytimes.com/2022/06/08/world/europe/russia-ukraine-crimea-canal.html,2022-06-08,World,2022-06-08 20:31:38+00:00
Russian Women Protest Long Deployments for Soldiers in Ukraine,https://www.nytimes.com/2023/11/27/world/europe/russia-ukraine-protests-women.html,2023-11-27,World,2023-11-27 10:15:13+00:00
"The U.N. has documented at least 3,924 Ukrainian civilian deaths in the war.",https://www.nytimes.com/2022/06/30/world/europe/at-least-3924-ukrainian-civilians-have-been-killed-in-the-war-the-un-says.html,2022-06-29,World,2022-06-29 23:39:36+00:00
"In a Blow to Russia, Ukraine Says It Killed Chief of Black Sea Fleet",https://www.nytimes.com/2023/09/25/world/europe/ukraine-russia-black-sea-fleet.html,2023-09-25,World,2023-09-25 23:00:14+00:00
A Ukrainian fencer is disqualified after refusing to shake hands with a Russian opponent.,https://www.nytimes.com/2023/07/27/world/europe/ukraine-fencer-olga-kharlan-russia.html,2023-07-27,World,2023-07-27 20:39:11+00:00
"As Russian Losses Mount in Ukraine, So Does Criticism Back Home",https://www.nytimes.com/2022/09/12/world/europe/russia-putin-ukraine-war.html,2022-09-12,World,2022-09-12 23:03:01+00:00
Chaos and Shortages in Parts of Occupied Ukraine Amid Russian Evacuation Orders,https://www.nytimes.com/2023/05/08/world/europe/zaporizhzhia-ukraine-russia-evacuations.html,2023-05-08,World,2023-05-08 21:01:25+00:00
"Romania says a Russian missile didn’t enter its airspace, countering a Ukrainian claim.",https://www.nytimes.com/2023/02/10/world/europe/russia-missile-romania-moldova-ukraine.html,2023-02-10,World,2023-02-10 11:49:51+00:00
Russian Scientists Face Isolation Following Invasion of Ukraine,https://www.nytimes.com/2022/03/12/science/physics-cern-russia.html,2022-03-12,Science,2022-03-12 10:00:18+00:00
The global supply chain’s pandemic recovery is another casualty of Russia’s invasion of Ukraine.,https://www.nytimes.com/2022/03/12/world/the-global-supply-chains-pandemic-recovery-is-another-casualty-of-russias-invasion-of-ukraine.html,2022-03-11,World,2022-03-11 18:58:06+00:00
The Star Choreographer Alexei Ratmansky on Russia’s Cultural War,https://www.nytimes.com/2023/04/25/arts/dance/alexei-ratmansky-mariinsky-pharaohs-daughter.html,2023-04-25,Arts,2023-04-25 17:37:18+00:00
"Russian attack in eastern Ukraine kills 2 civilians, regional military leader says.",https://www.nytimes.com/2022/08/12/world/europe/kramatorsk-strike-kills-civilians.html,2022-08-12,World,2022-08-12 22:50:46+00:00
Ukraine warns of growing attacks by drones Iran has supplied to Russia.,https://www.nytimes.com/2022/09/25/world/europe/ukraine-drones-iran-russia.html,2022-09-25,World,2022-09-25 14:23:59+00:00
Kremlin Deploys New Troops to Ukraine as Both Sides Gird for a War of Attrition,https://www.nytimes.com/2022/04/30/world/europe/russia-oil-ukraine-weapons.html,2022-04-30,World,2022-04-30 22:00:30+00:00
Russia warns that it would ‘undoubtedly’ target U.S. Patriot air defense systems in Ukraine.,https://www.nytimes.com/2022/12/14/world/europe/russia-us-patriot-missile-defense-system.html,2022-12-14,World,2022-12-14 13:00:29+00:00
Russian Invasion of Ukraine Revolutionizes NATO Military Strategy,https://www.nytimes.com/2023/04/17/world/europe/nato-russia-ukraine-war.html,2023-04-17,World,2023-04-17 09:00:24+00:00
How California Could Be Affected by the Ukraine-Russia Conflict,https://www.nytimes.com/2022/02/25/us/california-ukraine-russia.html,2022-02-25,U.S.,2022-02-25 13:48:42+00:00
How California Could Be Affected by the Ukraine-Russia Conflict,https://www.nytimes.com/2022/02/25/us/california-ukraine-russia.html,2022-02-25,U.S.,2022-02-25 13:48:42+00:00
"In a Sharp Reversal, Biden Opens a Path for Ukraine to Get Fighter Jets",https://www.nytimes.com/2023/05/19/world/europe/ukraine-f-16s-biden-russia.html,2023-05-19,World,2023-05-19 19:45:31+00:00
"For a Ukrainian Poet, Putin’s War Is All Too Familiar",https://www.nytimes.com/2022/03/18/world/europe/ukraine-war-poet.html,2022-03-18,World,2022-03-18 09:00:36+00:00
Russia Repeatedly Strikes Ukraine’s Civilians. There’s Always an Excuse.,https://www.nytimes.com/article/russian-civilian-attacks-ukraine.html,2022-07-02,World,2022-07-02 09:48:57+00:00
Harsh Sentence for Putin Critic Highlights Kremlin’s Repression,https://www.nytimes.com/2023/04/17/world/europe/kara-murza-russia-prison.html,2023-04-17,World,2023-04-17 22:39:09+00:00
"U.S. officials predict more gains for Russia, but stronger pushback from Ukraine in the east.",https://www.nytimes.com/2022/06/21/world/europe/us-officials-predict-the-wars-path.html,2022-06-21,World,2022-06-21 06:54:39+00:00
"In Ukraine, U.S. Veterans Step In Where the Military Will Not",https://www.nytimes.com/2022/07/03/us/politics/american-combat-volunteers-ukraine.html,2022-07-03,U.S.,2022-07-03 23:19:42+00:00
Ukraine Remembers a Milestone on the Long Path to Putin’s War,https://www.nytimes.com/2022/11/21/world/europe/ukraine-maidan-protests-anniversary.html,2022-11-22,World,2022-11-22 00:00:14+00:00
Would Putin Strike NATO Supply Lines to Ukraine? History Suggests No.,https://www.nytimes.com/2022/03/28/us/politics/russia-ukraine-nato-weapons.html,2022-03-28,U.S.,2022-03-28 18:09:24+00:00
"In Ukraine, U.S. Veterans Step In Where the Military Will Not",https://www.nytimes.com/2022/07/03/us/politics/american-combat-volunteers-ukraine.html,2022-07-03,U.S.,2022-07-03 23:19:42+00:00
U.S. Program Aims to Keep Sensitive Weapons in Ukraine,https://www.nytimes.com/2022/10/27/us/politics/weapons-aid-ukraine-russia.html,2022-10-27,U.S.,2022-10-27 17:47:52+00:00
Russia seeks a win for Victory Day,https://www.nytimes.com/2022/05/05/briefing/russia-putin-victory-day.html,2022-05-05,Briefing,2022-05-05 21:41:09+00:00
A prominent Russian critic of the war is detained after speaking out.,https://www.nytimes.com/2022/08/24/world/europe/yevgeny-roizman-arrest.html,2022-08-24,World,2022-08-24 11:14:57+00:00
The Spy War: How the C.I.A. Secretly Helps Ukraine Fight Putin,https://www.nytimes.com/2024/02/25/world/europe/cia-ukraine-intelligence-russia-war.html,2024-02-25,World,2024-02-25 10:00:55+00:00
Putin’s Forces Battle in East Ukraine to Feed His Hunger for a Victory,https://www.nytimes.com/2022/05/05/world/europe/ukraine-russia-east-donetsk-mariupol.html,2022-05-05,World,2022-05-05 22:42:03+00:00
"Russian Rocket Attack Turns Ukrainian Marine Base to Rubble, Killing Dozens",https://www.nytimes.com/2022/03/19/world/europe/ukraine-marines-russian-missile-mykolaiv.html,2022-03-19,World,2022-03-19 18:40:41+00:00
Ukrainian officials compile evidence that they say shows Russia was behind prison camp blast.,https://www.nytimes.com/2022/07/30/world/europe/ukrainian-officials-compile-evidence-that-they-say-shows-russia-was-behind-prison-camp-blast.html,2022-07-30,World,2022-07-30 13:33:05+00:00
A Drone Strike in Moscow and a Message: Russia Is Not Safe,https://www.nytimes.com/2023/08/01/world/europe/moscow-drone-attack-ukraine.html,2023-08-01,World,2023-08-01 20:01:00+00:00
The NATO Alliance Is Holding Strong on Ukraine. But Fractures Are Emerging.,https://www.nytimes.com/2023/01/20/us/politics/nato-alliance-ukraine.html,2023-01-21,U.S.,2023-01-21 00:44:53+00:00
We Must Make Sure Russia Finishes This War in a Worse Position Than Before,https://www.nytimes.com/2022/05/12/opinion/western-goals-in-ukraine-russia.html,2022-05-12,Opinion,2022-05-12 09:00:14+00:00
"As Russians Retreat, Putin Is Criticized by Hawks Who Trumpeted His War",https://www.nytimes.com/2022/09/10/world/europe/russia-ukraine-retreat-putin.html,2022-09-10,World,2022-09-10 19:16:22+00:00
"Russia Steps Up Attacks on Civilian Areas, Even With Advance Paused",https://www.nytimes.com/2022/07/11/world/europe/ukraine-civilian-casualties.html,2022-07-11,World,2022-07-11 23:11:11+00:00
"In Kremlin Stagecraft, Putin Tries to Rewrite the Mutiny in Russia",https://www.nytimes.com/2023/06/27/world/europe/putin-kremlin-appearances.html,2023-06-27,World,2023-06-27 16:59:43+00:00
What Russians See in the News: A War Over Western Plans to Subjugate Them,https://www.nytimes.com/2022/08/21/world/europe/russian-media-ukraine-war.html,2022-08-21,World,2022-08-21 16:33:26+00:00
"Ukraine Makes Gains Near Embattled Bakhmut, a First in Months",https://www.nytimes.com/2023/05/10/world/europe/ukraine-russia-bakhmut.html,2023-05-10,World,2023-05-10 23:00:12+00:00
What Are JDAMs? And What Will They Do For Ukraine?,https://www.nytimes.com/2022/12/23/us/politics/ukraine-weapons-russia.html,2022-12-23,U.S.,2022-12-23 22:22:33+00:00
The U.S. is sending more rocket launchers that Ukraine says are key to fighting Russia.,https://www.nytimes.com/2022/07/21/world/europe/ukraine-has-been-pleading-for-more-long-range-missile-launchers-the-us-is-sending-more.html,2022-07-20,World,2022-07-20 22:17:15+00:00
Your Tuesday Briefing: Russia Launches Assault in Eastern Ukraine,https://www.nytimes.com/2022/04/18/briefing/russia-offensive-china-economy.html,2022-04-18,Briefing,2022-04-18 21:04:25+00:00
"Ukraine Criticizes HBO, Saying New ‘White Lotus’ Actor Supports War",https://www.nytimes.com/2024/01/27/arts/television/ukraine-white-lotus-milos-bikovic-hbo.html,2024-01-27,Arts,2024-01-27 22:52:27+00:00
"As Ukraine War Grinds On, Widows Try to See Life After Loss",https://www.nytimes.com/2023/10/25/world/europe/ukraine-war-widows.html,2023-10-25,World,2023-10-25 09:01:58+00:00
"Russia Opens 1,100 Cases Against Ukrainian P.O.W.s, Raising Fears of Show Trials",https://www.nytimes.com/2022/06/09/world/europe/russia-trials-ukrainian-soldiers.html,2022-06-09,World,2022-06-09 16:02:23+00:00
"As Russia tries to solidify its ‘land bridge,’ Ukraine attempts to push back in the south.",https://www.nytimes.com/2022/06/08/world/europe/as-russia-tries-to-solidify-its-land-bridge-ukraine-attempts-to-push-back-in-the-south.html,2022-06-08,World,2022-06-08 16:12:11+00:00
"Brazil says it won’t be sending weapons to Ukraine, despite a U.S. push for more support for Kyiv.",https://www.nytimes.com/2023/02/10/world/europe/brazil-lula-weapons-ukraine.html,2023-02-10,World,2023-02-10 19:53:37+00:00
"Behind Enemy Lines, Ukrainians Tell Russians ‘You Are Never Safe’",https://www.nytimes.com/2022/08/17/world/europe/ukraine-partisans-insurgency-russia.html,2022-08-17,World,2022-08-17 04:01:13+00:00
"Russian Drone Strike Ignites a Fuel Depot, Setting a Neighborhood Ablaze in Ukraine",https://www.nytimes.com/2024/02/10/world/russia-drone-strike-kharkiv-ukraine.html,2024-02-10,World,2024-02-10 20:25:34+00:00
"Four Opinion Writers on Ukraine: ‘If This War Drags On, We Are in a Completely New World’",https://www.nytimes.com/2022/03/24/opinion/ukraine-refugees-russia-war.html,2022-03-24,Opinion,2022-03-24 21:16:20+00:00
The War in Ukraine Puts America’s Problems in Perspective,https://www.nytimes.com/2022/03/08/opinion/russia-ukraine-america.html,2022-03-08,Opinion,2022-03-08 20:56:04+00:00
How Ukraine Blew Up a Key Russian Bridge,https://www.nytimes.com/interactive/2022/11/17/world/europe/crimea-bridge-collapse.html,2022-11-17,World,2022-11-17 10:00:04+00:00
A New Concern on the Ukrainian Battlefield: North Korea’s Latest Missiles,https://www.nytimes.com/2024/01/22/us/politics/russia-ukraine-north-korea.html,2024-01-22,U.S.,2024-01-22 17:02:41+00:00
"From Russia, With Bluster and Fear",https://www.nytimes.com/2022/09/07/briefing/russia-ukraine-war-dissent-putin.html,2022-09-07,Briefing,2022-09-07 21:25:09+00:00
Ukraine accuses Russia of dropping white phosphorus on Snake Island after its retreat.,https://www.nytimes.com/2022/07/02/world/europe/snake-island-ukraine-russia-phosphorous.html,2022-07-02,World,2022-07-02 11:31:31+00:00
Man Convicted in Russian Journalist’s Murder Is Pardoned After Serving in Ukraine,https://www.nytimes.com/2023/11/14/world/europe/russia-pardon-anna-politkovskaya-ukraine.html,2023-11-14,World,2023-11-14 15:13:04+00:00
G7 Finance Ministers Race to Secure More Ukraine Aid,https://www.nytimes.com/2022/05/19/us/politics/ukraine-aid-g7.html,2022-05-19,U.S.,2022-05-19 13:37:24+00:00
"As the War Rages, Ukraine Wages a Daunting Battle to Rebuild",https://www.nytimes.com/2022/11/19/world/europe/ukraine-russia-electrical-grid-rebuild.html,2022-11-19,World,2022-11-19 16:44:37+00:00
Can the West Stop Russia by Strangling Its Economy?,https://www.nytimes.com/2022/03/01/opinion/ezra-klein-podcast-adam-tooze.html,2022-03-01,Opinion,2022-03-01 10:00:19+00:00
"Invoking Churchill, Boris Johnson says the war is ‘Ukraine’s finest hour.’",https://www.nytimes.com/2022/05/03/world/europe/boris-johnson-ukraine-russia.html,2022-05-03,World,2022-05-03 12:32:39+00:00
Zelensky visits war-torn Mykolaiv and Odesa in southern Ukraine.,https://www.nytimes.com/2022/06/19/world/europe/zelensky-visits-war-torn-mykolaiv-in-southern-ukraine.html,2022-06-19,World,2022-06-19 05:03:19+00:00
"Invoking Churchill, Boris Johnson says the war is ‘Ukraine’s finest hour.’",https://www.nytimes.com/2022/05/03/world/europe/boris-johnson-ukraine-russia.html,2022-05-03,World,2022-05-03 12:32:39+00:00
Socialists’ Response to War in Ukraine Has Put Some Democrats on Edge,https://www.nytimes.com/2022/03/08/nyregion/dsa-nato-ukraine-russia.html,2022-03-08,New York,2022-03-08 10:00:16+00:00
"Putin claims Russia has been fighting ‘nationalist groups,’ not the Ukrainian army.",https://www.nytimes.com/2022/02/25/world/europe/putin-russia-ukraine-army.html,2022-02-25,World,2022-02-25 15:51:56+00:00
What Does a Russia-Leaning Party Win in an E.U. Nation Mean for Ukraine?,https://www.nytimes.com/2023/09/30/world/europe/slovakia-election-ukraine.html,2023-10-01,World,2023-10-01 00:18:47+00:00
Blinken says it will be ‘open season’ around the world if Russia’s aggression in Ukraine is not stopped.,https://www.nytimes.com/2022/08/09/world/europe/blinken-says-it-will-be-open-season-around-the-world-if-russias-aggression-in-ukraine-is-not-stopped.html,2022-08-08,World,2022-08-08 17:14:34+00:00
Russian Forces Strike Back Against Ukraine’s Advancing Troops,https://www.nytimes.com/2023/06/13/world/europe/russia-ukraine-putin.html,2023-06-13,World,2023-06-13 23:00:14+00:00
‘I Am Dreaming It Will Stop’: A Deadlocked War Tests Ukrainian Morale,https://www.nytimes.com/2023/11/05/world/europe/ukraine-war-morale.html,2023-11-05,World,2023-11-05 04:01:18+00:00
"When War Came to Ukraine, She Took Up a Diary and a Camera",https://www.nytimes.com/2023/03/06/books/yevgenia-belorusets-war-diary.html,2023-03-06,Books,2023-03-06 10:00:25+00:00
Quotation of the Day: Ukraine War Now a Battle of Endurance,https://www.nytimes.com/2022/07/10/todayspaper/quotation-of-the-day-ukraine-war-now-a-battle-of-endurance.html,2022-07-10,Today’s Paper,2022-07-10 04:44:03+00:00
Analyzing Bernie Sanders’s Vision for Mideast Peace,https://www.nytimes.com/2023/11/27/opinion/bernie-sanders-israel-gaza-hamas.html,2023-11-27,Opinion,2023-11-27 16:00:22+00:00
Russia Is Down. But It’s Not Out.,https://www.nytimes.com/2022/06/02/opinion/russia-ukraine-war-nato.html,2022-06-02,Opinion,2022-06-02 09:08:06+00:00
Russia Pushes to Take Ukrainian Town Near a Vital Supply Line,https://www.nytimes.com/2023/02/04/world/europe/ukraine-russia-war-vuhledar.html,2023-02-04,World,2023-02-04 13:25:58+00:00
Ukraine’s Advances Near Bakhmut Expose Rifts in Russian Forces,https://www.nytimes.com/2023/05/12/world/europe/ukraine-bakhmut-russia.html,2023-05-12,World,2023-05-12 21:11:49+00:00
"Sensing a Stalled Russia, West Adds Support and Arms for Ukraine",https://www.nytimes.com/2022/05/03/world/europe/russia-ukraine-western-support.html,2022-05-03,World,2022-05-03 21:58:39+00:00
"Russia and Ukraine each have suffered over 100,000 casualties, the top U.S. general says.",https://www.nytimes.com/2022/11/10/world/europe/ukraine-russia-war-casualties-deaths.html,2022-11-10,World,2022-11-10 15:17:16+00:00
"Russia Makes Small Battlefield Gains, Increasing Pressure on Ukraine",https://www.nytimes.com/2023/12/22/world/europe/russia-ukraine-war.html,2023-12-22,World,2023-12-22 14:28:34+00:00
Ukraine’s Allies Near Imposing Cap on the Price of Russian Oil,https://www.nytimes.com/2022/11/22/business/russia-oil-price-cap.html,2022-11-22,Business Day,2022-11-22 13:35:20+00:00
Large auto supplier warns of a financial hit from the Ukraine war.,https://www.nytimes.com/2022/03/14/business/large-auto-supplier-warns-of-a-financial-hit-from-the-ukraine-war.html,2022-03-14,Business Day,2022-03-14 15:42:41+00:00
"Russian artillery and aerial attacks against Bakhmut are growing fiercer, Ukraine says.",https://www.nytimes.com/2023/04/18/world/europe/russia-ukraine-bakhmut-airstrikes.html,2023-04-18,World,2023-04-18 15:07:13+00:00
Russian Journalist to Auction Nobel Medal to Benefit Ukraine,https://www.nytimes.com/2022/06/01/arts/russia-ukraine-muratov-nobel.html,2022-06-01,Arts,2022-06-01 15:00:11+00:00
U.S. Open Commits to Fund-Raising Exhibition Match and $2 Million for Ukraine,https://www.nytimes.com/2022/08/08/sports/us-open-tennis-ukraine.html,2022-08-08,Sports,2022-08-08 09:00:26+00:00
"Before Invasion, Ukraine’s Lithium Wealth Was Drawing Global Attention",https://www.nytimes.com/2022/03/02/climate/ukraine-lithium.html,2022-03-02,Climate,2022-03-02 15:38:59+00:00
"As Biden Visits Europe Over Crisis, NATO Says It’s Doubling Eastern Flank Forces",https://www.nytimes.com/2022/03/23/world/europe/russia-ukraine-war-biden-nato.html,2022-03-23,World,2022-03-23 22:46:49+00:00
Russia’s Grave Miscalculation: Ukrainians Would Collaborate,https://www.nytimes.com/2022/05/07/world/europe/russia-putin-ukraine-politicians.html,2022-05-07,World,2022-05-07 09:00:21+00:00
"Dismissing Losses in Ukraine, Putin Says Russia Is Gaining From War",https://www.nytimes.com/2022/09/07/world/europe/russia-ukraine-putin.html,2022-09-07,World,2022-09-07 23:00:08+00:00
One Village at a Time: The Grinding Artillery War in Ukraine,https://www.nytimes.com/2022/05/06/world/europe/ukraine-russia-artillery-kharkiv.html,2022-05-06,World,2022-05-06 11:30:24+00:00
The International Criminal Court prosecutor fast-tracks an investigation of possible war crimes in Ukraine.,https://www.nytimes.com/2022/03/03/world/europe/war-crimes-russia-ukraine-icc.html,2022-03-03,World,2022-03-03 13:30:11+00:00
Kamala Harris Accuses Russia of ‘Crimes Against Humanity’ in Ukraine,https://www.nytimes.com/2023/02/18/world/europe/chinese-official-us-balloon-response-ukraine-war.html,2023-02-18,World,2023-02-18 23:00:09+00:00
Why Russia Stole Potemkin’s Bones From Ukraine,https://www.nytimes.com/2022/10/27/world/europe/ukraine-russia-potemkin-bones.html,2022-10-27,World,2022-10-27 16:34:16+00:00
The Ukrainian first lady says the war is like something out of the ‘Middle Ages.’,https://www.nytimes.com/2022/10/03/world/europe/ukraine-first-lady-60-minutes.html,2022-10-03,World,2022-10-03 09:53:11+00:00
That Russian Business You’re Boycotting Isn’t Actually Russian,https://www.nytimes.com/2022/03/12/business/russian-business-boycotts.html,2022-03-12,Business Day,2022-03-12 10:00:12+00:00
Pope Blames a ‘Potentate’ for Casting ‘Dark Shadows of War’ on Ukraine,https://www.nytimes.com/2022/04/02/world/europe/pope-francis-russia-putin-ukraine.html,2022-04-02,World,2022-04-02 14:58:36+00:00
He Returned a Dazed Soldier to the Russians. Ukraine Calls It Treason.,https://www.nytimes.com/2022/12/03/world/europe/ukraine-kherson-treason.html,2022-12-03,World,2022-12-03 05:01:13+00:00
"Russia Shrinks Forces in Syria, a Factor in Israeli Strategy There",https://www.nytimes.com/2022/10/19/world/middleeast/russia-syria-israel-ukraine.html,2022-10-19,World,2022-10-19 17:44:43+00:00
Europe escalates measures against Russia with flight bans and weapons for Ukraine.,https://www.nytimes.com/2022/02/27/world/europe/europe-escalates-measures-against-russia-with-flight-bans-and-weapons-for-ukraine.html,2022-02-27,World,2022-02-27 17:40:48+00:00
"A Russian missile strikes a maternity ward, killing a newborn, Ukraine says.",https://www.nytimes.com/2022/11/23/world/europe/ukraine-newborn-russian-missile-strike.html,2022-11-23,World,2022-11-23 13:39:03+00:00
"Despite international condemnation, Putin signs decrees declaring four regions of Ukraine part of Russia.",https://www.nytimes.com/2022/09/30/world/europe/putin-is-set-to-declare-that-four-regions-of-ukraine-are-part-of-russia-despite-international-condemnation.html,2022-09-30,World,2022-09-30 10:57:28+00:00
The U.N. General Assembly adopts a strong resolution blaming Russia for Ukraine’s humanitarian crisis.,https://www.nytimes.com/2022/03/24/world/europe/un-general-assembly-russia-ukraine.html,2022-03-24,World,2022-03-24 20:33:29+00:00
First Step Toward Ukraine Joining E.U. Signals Solidarity Amid War,https://www.nytimes.com/2022/06/23/world/europe/ukraine-russia-eu-candidate.html,2022-06-23,World,2022-06-23 22:21:32+00:00
"Who’s Gaining Ground in Ukraine? This Year, No One.",https://www.nytimes.com/interactive/2023/09/28/world/europe/russia-ukraine-war-map-front-line.html,2023-09-28,World,2023-09-28 04:03:09+00:00
"Russian forces aim for Mykolaiv, a linchpin in the quest for control of Ukraine’s Black Sea coast.",https://www.nytimes.com/2022/03/03/world/europe/russia-ukraine-mykolaiv-black-sea.html,2022-03-03,World,2022-03-03 19:29:19+00:00
The Energy War Intensifies,https://www.nytimes.com/2022/04/27/briefing/the-energy-war-intensifies.html,2022-04-27,Briefing,2022-04-27 21:59:40+00:00
Some of the Best Weapons in the World Are Now in Ukraine. They May Change the War.,https://www.nytimes.com/2023/02/20/opinion/ukraine-russia-tanks-offensive.html,2023-02-21,Opinion,2023-02-21 03:52:11+00:00
Some of the Best Weapons in the World Are Now in Ukraine. They May Change the War.,https://www.nytimes.com/2023/02/20/opinion/ukraine-russia-tanks-offensive.html,2023-02-21,Opinion,2023-02-21 03:52:11+00:00
Russia Withdraws From Grain Deal After Drone Attack on Black Sea Fleet,https://www.nytimes.com/2022/10/29/world/europe/ukraine-russia-grain-deal.html,2022-10-29,World,2022-10-29 22:11:13+00:00
"Long on Europe’s Fringe, Poland Takes Center Stage as War Rages in Ukraine",https://www.nytimes.com/2022/03/25/world/europe/poland-ukraine-russia.html,2022-03-25,World,2022-03-25 09:00:33+00:00
Ukraine is building a case of ecocide against Russia as dolphins keep dying in the Black Sea.,https://www.nytimes.com/2023/08/21/world/europe/ukraine-is-building-a-case-of-ecocide-against-russia-as-dolphins-keep-dying-in-the-black-sea.html,2023-08-21,World,2023-08-21 07:49:13+00:00
"In Ukraine, Christmas Lights Defy Darkness of War, and Children Ask for Peace",https://www.nytimes.com/2022/12/25/world/europe/ukraine-war-christmas-spirit.html,2022-12-25,World,2022-12-25 08:00:14+00:00
The war in Ukraine is raising fears of a recession in Germany.,https://www.nytimes.com/2022/03/15/business/german-recession-russia-ukraine.html,2022-03-15,Business Day,2022-03-15 16:21:18+00:00
Macron Does Not Rule Out Sending Western Troops to Ukraine,https://www.nytimes.com/2024/02/26/world/europe/europe-ukraine-support-meeting.html,2024-02-26,World,2024-02-26 11:32:39+00:00
